ticket_id,customer_id,ticket_date,issue_category,channel,resolution_time_hours,satisfaction_score,ticket_text
TIX100240,CUST005137,2025-08-14,Account Access,Email,17.2,4.0,"Great service, just wanted to confirm my order status."
TIX100241,CUST003540,2026-06-20,Delivery Delay,Social Media,13.0,3.0,My order ORD102710 still hasn't arrived and it's been over a week.
TIX100242,CUST004645,2025-06-25,Return Request,Phone,37.1,5.0,"I was charged twice for order ORD119966, please refund the duplicate charge."
TIX100243,CUST004647,2025-05-31,Billing Issue,Social Media,15.7,5.0,"Great service, just wanted to confirm my order status."
TIX100244,CUST004895,2025-05-02,Refund Status,Social Media,1.8,4.0,My order ORD115720 still hasn't arrived and it's been over a week.
TIX100245,CUST000874,2025-04-20,Damaged Item,Social Media,7.7,,"I can't log into my account, it says my password is invalid."
TIX100246,CUST004281,2026-05-31,Refund Status,Live Chat,22.5,5.0,When will my refund for the returned item be processed?
TIX100247,CUST003565,2024-11-08,Return Request,Phone,9.5,5.0,"I want to return this item, it doesn't fit as expected."
TIX100248,CUST000328,2025-08-08,Wrong Item Shipped,Social Media,29.0,4.0,"I can't log into my account, it says my password is invalid."
TIX100249,CUST003169,2024-09-24,Refund Status,Phone,11.3,5.0,"I was charged twice for order ORD108601, please refund the duplicate charge."
TIX100250,CUST004894,2025-07-03,Refund Status,Phone,8.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100251,CUST000086,2025-10-06,Refund Status,Phone,7.7,4.0,"Great service, just wanted to confirm my order status."
TIX100252,CUST001510,2025-05-13,Billing Issue,Email,6.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100253,CUST005565,2024-11-07,Wrong Item Shipped,Phone,11.7,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100254,CUST000601,2026-06-15,Account Access,Email,16.5,1.0,"Wrong item was shipped to me, I ordered a different color."
TIX100255,CUST004109,2025-12-05,Delivery Delay,Live Chat,46.6,3.0,Can you tell me the warranty period on this product?
TIX100256,CUST003166,2025-11-29,Refund Status,Social Media,23.7,4.0,"I was charged twice for order ORD115866, please refund the duplicate charge."
TIX100257,CUST004837,2026-01-12,Product Question,Live Chat,4.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100258,CUST003581,2025-10-10,Refund Status,Email,10.9,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100259,CUST002894,2025-08-15,Product Question,Live Chat,6.6,4.0,"I can't log into my account, it says my password is invalid."
TIX100260,CUST002225,2026-06-02,Return Request,Phone,5.0,4.0,When will my refund for the returned item be processed?
TIX100261,CUST001083,2026-01-09,Account Access,Email,19.3,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100262,CUST002951,2025-03-15,Product Question,Social Media,2.2,3.0,"Great service, just wanted to confirm my order status."
TIX100263,CUST004072,2026-06-07,Delivery Delay,Social Media,0.5,4.0,  the delivery guy left my package outside in the rain!!  
TIX100264,CUST003589,2024-12-10,Wrong Item Shipped,Live Chat,9.6,4.0,Can you tell me the warranty period on this product?
TIX100265,CUST002839,2025-12-02,Return Request,Email,2.7,4.0,  the delivery guy left my package outside in the rain!!  
TIX100266,CUST002019,2025-04-27,Wrong Item Shipped,Email,12.9,3.0,  the delivery guy left my package outside in the rain!!  
TIX100267,CUST002696,2026-03-03,Account Access,Email,14.4,5.0,  the delivery guy left my package outside in the rain!!  
TIX100268,CUST001638,2025-11-16,Damaged Item,Live Chat,3.3,4.0,"I can't log into my account, it says my password is invalid."
TIX100269,CUST000226,2025-04-21,Account Access,Phone,21.5,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100270,CUST002631,2025-04-04,Damaged Item,Live Chat,2.2,4.0,My order ORD110369 still hasn't arrived and it's been over a week.
TIX100271,CUST005213,2025-08-25,Delivery Delay,Phone,17.3,5.0,"I can't log into my account, it says my password is invalid."
TIX100272,CUST000390,2025-03-10,Refund Status,Social Media,18.7,5.0,"Great service, just wanted to confirm my order status."
TIX100273,CUST000317,2024-09-17,Account Access,Phone,29.8,4.0,When will my refund for the returned item be processed?
TIX100274,CUST005049,2026-05-06,Damaged Item,Email,39.2,,"I want to return this item, it doesn't fit as expected."
TIX100275,CUST002388,2026-02-10,Wrong Item Shipped,Phone,20.0,4.0,Can you tell me the warranty period on this product?
TIX100276,CUST006020,2026-04-21,Billing Issue,Live Chat,17.5,2.0,When will my refund for the returned item be processed?
TIX100277,CUST005201,2025-12-23,Account Access,Social Media,20.4,2.0,"I want to return this item, it doesn't fit as expected."
TIX100278,CUST004189,2025-11-04,Wrong Item Shipped,Live Chat,13.5,5.0,"I can't log into my account, it says my password is invalid."
TIX100279,CUST005679,2025-02-12,Return Request,Email,17.3,3.0,"I can't log into my account, it says my password is invalid."
TIX100280,CUST000341,2026-06-26,Refund Status,Phone,42.6,3.0,"Great service, just wanted to confirm my order status."
TIX100281,CUST001162,2025-06-28,Wrong Item Shipped,Social Media,21.3,5.0,"I want to return this item, it doesn't fit as expected."
TIX100282,CUST002310,2025-01-31,Refund Status,Social Media,6.5,3.0,"The item I received was damaged during shipping, need a replacement."
TIX100283,CUST004826,2025-08-17,Return Request,Social Media,22.6,3.0,"I want to return this item, it doesn't fit as expected."
TIX100284,CUST005732,2025-05-17,Wrong Item Shipped,Live Chat,1.7,5.0,"I can't log into my account, it says my password is invalid."
TIX100285,CUST000399,2024-12-07,Wrong Item Shipped,Live Chat,10.9,5.0,Can you tell me the warranty period on this product?
TIX100286,CUST004629,2024-11-14,Damaged Item,Social Media,9.0,4.0,My order ORD101272 still hasn't arrived and it's been over a week.
TIX100287,CUST005256,2025-04-16,Refund Status,Phone,7.3,5.0,"Great service, just wanted to confirm my order status."
TIX100288,CUST003296,2025-06-05,Product Question,Email,17.6,5.0,"I want to return this item, it doesn't fit as expected."
TIX100289,CUST005647,2025-10-09,Return Request,Phone,3.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100290,CUST000748,2026-02-19,Delivery Delay,Email,51.2,5.0,My order ORD115937 still hasn't arrived and it's been over a week.
TIX100291,CUST002430,2025-01-16,Billing Issue,Phone,5.4,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100292,CUST000493,2025-02-24,Wrong Item Shipped,Email,21.3,1.0,"I was charged twice for order ORD120559, please refund the duplicate charge."
TIX100293,CUST000631,2026-01-29,Billing Issue,Email,10.4,4.0,"I was charged twice for order ORD120889, please refund the duplicate charge."
TIX100294,CUST004660,2025-03-07,Delivery Delay,Live Chat,4.1,2.0,  the delivery guy left my package outside in the rain!!  
TIX100295,CUST000400,2024-09-14,Damaged Item,Email,9.9,,My order ORD126893 still hasn't arrived and it's been over a week.
TIX100296,CUST002531,2026-01-17,Account Access,Email,8.1,4.0,"I want to return this item, it doesn't fit as expected."
TIX100297,CUST004666,2026-03-13,Billing Issue,Phone,27.3,1.0,Can you tell me the warranty period on this product?
TIX100298,CUST000715,2025-11-24,Billing Issue,Live Chat,19.3,4.0,"I want to return this item, it doesn't fit as expected."
TIX100299,CUST005077,2026-06-09,Damaged Item,Social Media,32.2,5.0,"I was charged twice for order ORD127609, please refund the duplicate charge."
TIX100300,CUST001268,2024-09-11,Billing Issue,Social Media,0.8,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100301,CUST003836,2024-12-09,Refund Status,Live Chat,32.2,4.0,"I was charged twice for order ORD102082, please refund the duplicate charge."
TIX100302,CUST000131,2024-12-02,Return Request,Live Chat,9.5,1.0,  the delivery guy left my package outside in the rain!!  
TIX100303,CUST001174,2024-12-11,Refund Status,Social Media,5.4,4.0,"I want to return this item, it doesn't fit as expected."
TIX100304,CUST000151,2025-03-23,Wrong Item Shipped,Live Chat,4.1,3.0,"I want to return this item, it doesn't fit as expected."
TIX100305,CUST000981,2026-06-27,Delivery Delay,Social Media,7.7,2.0,"I want to return this item, it doesn't fit as expected."
TIX100306,CUST002222,2025-02-08,Damaged Item,Phone,7.6,5.0,  the delivery guy left my package outside in the rain!!  
TIX100307,CUST001539,2024-09-19,Product Question,Social Media,2.8,5.0,  the delivery guy left my package outside in the rain!!  
TIX100308,CUST004819,2026-05-06,Damaged Item,Phone,16.5,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100309,CUST004984,2025-06-03,Billing Issue,Phone,1.6,5.0,"Great service, just wanted to confirm my order status."
TIX100310,CUST003268,2026-01-05,Refund Status,Social Media,12.5,5.0,  the delivery guy left my package outside in the rain!!  
TIX100311,CUST005049,2026-01-24,Account Access,Phone,8.9,4.0,"Great service, just wanted to confirm my order status."
TIX100312,CUST000697,2026-04-06,Wrong Item Shipped,Live Chat,30.4,,When will my refund for the returned item be processed?
TIX100313,CUST002060,2025-06-02,Delivery Delay,Social Media,4.5,,"Wrong item was shipped to me, I ordered a different color."
TIX100314,CUST005685,2026-06-10,Product Question,Live Chat,14.8,3.0,Can you tell me the warranty period on this product?
TIX100315,CUST003858,2026-04-04,Account Access,Social Media,2.3,3.0,"I was charged twice for order ORD127770, please refund the duplicate charge."
TIX100316,CUST001300,2024-12-09,Wrong Item Shipped,Social Media,22.7,4.0,"Great service, just wanted to confirm my order status."
TIX100317,CUST002519,2025-09-05,Billing Issue,Phone,7.1,4.0,My order ORD122501 still hasn't arrived and it's been over a week.
TIX100318,CUST004930,2026-02-03,Refund Status,Social Media,57.5,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100319,CUST005603,2026-06-19,Wrong Item Shipped,Social Media,42.7,4.0,"I can't log into my account, it says my password is invalid."
TIX100320,CUST003916,2024-09-10,Damaged Item,Phone,11.7,3.0,"I want to return this item, it doesn't fit as expected."
TIX100321,CUST004599,2025-07-10,Account Access,Email,28.0,4.0,My order ORD113661 still hasn't arrived and it's been over a week.
TIX100322,CUST005327,2025-01-04,Return Request,Social Media,1.4,5.0,My order ORD109378 still hasn't arrived and it's been over a week.
TIX100323,CUST001954,2025-11-21,Billing Issue,Social Media,27.4,2.0,"I want to return this item, it doesn't fit as expected."
TIX100324,CUST005542,2024-09-15,Account Access,Social Media,10.7,3.0,Can you tell me the warranty period on this product?
TIX100325,CUST000718,2025-09-04,Refund Status,Email,1.8,5.0,Can you tell me the warranty period on this product?
TIX100326,CUST004214,2025-05-16,Billing Issue,Phone,5.9,,"I can't log into my account, it says my password is invalid."
TIX100327,CUST003429,2025-11-29,Account Access,Email,6.4,5.0,"Great service, just wanted to confirm my order status."
TIX100328,CUST005873,2024-10-26,Account Access,Live Chat,22.7,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100329,CUST001316,2026-02-07,Wrong Item Shipped,Live Chat,27.8,5.0,"I want to return this item, it doesn't fit as expected."
TIX100330,CUST006071,2025-12-03,Damaged Item,Phone,13.7,4.0,"I want to return this item, it doesn't fit as expected."
TIX100331,CUST003311,2026-01-05,Return Request,Email,7.2,4.0,  the delivery guy left my package outside in the rain!!  
TIX100332,CUST002520,2025-11-10,Damaged Item,Live Chat,9.4,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100333,CUST003459,2025-09-07,Wrong Item Shipped,Live Chat,17.7,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100334,CUST002787,2025-07-12,Product Question,Email,18.0,4.0,"I can't log into my account, it says my password is invalid."
TIX100335,CUST002953,2025-12-21,Delivery Delay,Phone,3.6,,My order ORD115270 still hasn't arrived and it's been over a week.
TIX100336,CUST001062,2026-05-25,Damaged Item,Social Media,12.5,,My order ORD103696 still hasn't arrived and it's been over a week.
TIX100337,CUST004786,2026-06-06,Account Access,Social Media,15.1,5.0,My order ORD116856 still hasn't arrived and it's been over a week.
TIX100338,CUST002530,2025-03-30,Refund Status,Phone,24.9,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX100339,CUST003407,2024-11-17,Product Question,Email,11.3,3.0,  the delivery guy left my package outside in the rain!!  
TIX100340,CUST003444,2024-12-29,Damaged Item,Live Chat,49.7,4.0,"I was charged twice for order ORD108691, please refund the duplicate charge."
TIX100341,CUST005726,2024-11-04,Return Request,Social Media,19.7,,"I can't log into my account, it says my password is invalid."
TIX100342,CUST004874,2025-04-25,Account Access,Social Media,23.1,5.0,  the delivery guy left my package outside in the rain!!  
TIX100343,CUST000066,2025-01-05,Delivery Delay,Live Chat,15.9,5.0,Can you tell me the warranty period on this product?
TIX100344,CUST002071,2024-10-26,Damaged Item,Live Chat,33.6,,Can you tell me the warranty period on this product?
TIX100345,CUST003865,2025-05-20,Wrong Item Shipped,Live Chat,8.0,5.0,"I want to return this item, it doesn't fit as expected."
TIX100346,CUST000117,2026-03-07,Delivery Delay,Email,0.6,4.0,My order ORD108564 still hasn't arrived and it's been over a week.
TIX100347,CUST000536,2025-08-21,Account Access,Phone,2.2,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100348,CUST005474,2025-06-07,Refund Status,Phone,10.1,5.0,"I want to return this item, it doesn't fit as expected."
TIX100349,CUST005030,2024-12-17,Delivery Delay,Live Chat,9.0,1.0,"The item I received was damaged during shipping, need a replacement."
TIX100350,CUST001094,2025-10-04,Refund Status,Email,10.7,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100351,CUST001495,2026-05-18,Wrong Item Shipped,Email,13.9,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX100352,CUST001416,2024-09-14,Delivery Delay,Social Media,9.4,1.0,"Wrong item was shipped to me, I ordered a different color."
TIX100353,CUST005382,2024-10-16,Wrong Item Shipped,Social Media,0.9,5.0,"I can't log into my account, it says my password is invalid."
TIX100354,CUST001368,2024-12-09,Damaged Item,Email,28.9,4.0,"I was charged twice for order ORD105158, please refund the duplicate charge."
TIX100355,CUST000653,2026-06-04,Damaged Item,Email,49.1,,"I want to return this item, it doesn't fit as expected."
